CID	IAUName	Class	Peakrmag	MJD	zCMB	e_zCMB	muSz	e_muSz	AVM	e_AVM	dm15z	e_dm15z	AVz	e_AVz
6295	       2005js	       SNIa	20.1	53668.3	0.078489	0.000019	37.83	0.21	-0.16	0.17	1.69	0.01	1.97	0.09
18751	       2007ly	       SNIa	19.8	54381.3	0.069772	0.000022	37.68	0.21	-0.26	0.16	1.69	0.01	1.27	0.1
20208	       2007qd	       SNIa	20.8	54406.3	0.042445	0.000049	39.12	0.21	-0.66	0.25	1.65	0.05	0.88	0.14
8151	       2005hk	       SNIa	15.7	53685.3	0.011832	0.000013	34.55	0.27	-0.65	0.08	1.65	0.01	0.35	0.05
15568	             	      zSNIa	22.1	54030.2	0.205144	0.000028	40.39	0.39	-1.02	0.65	1.62	0.1	0.61	0.37
1032	       2005ez	       SNIa	20.2	53626.4	0.129033	0.000034	38.82	0.2	-0.57	0.22	1.62	0.06	0.42	0.11
3475	             	      zSNIa	22	53639.3	0.299548	0.000011	40.65	0.32	-0.24	0.33	1.62	0.09	0.29	0.28
9740	             	      zSNIa	21.1	53693.1	0.236617	0.01	40.22	0.28	-0.45	0.55	1.62	0.08	-0.15	0.25
16484	             	      zSNIa	21.8	54040.3	0.255452	0.000017	41.55	0.3	0.11	0.43	1.62	0.09	-0.36	0.3
15057	       2006md	      zSNIa	21.9	54011.4	0.245515	0.000017	40.66	0.25	-0.86	0.45	1.61	0.1	0.02	0.2
16163	             	      zSNIa	20.9	54048.3	0.154015	0.00001	39.49	0.21	0.2	0.27	1.6	0.08	0.61	0.15
16362	             	      zSNIa	21.1	54055.3	0.178866	0.000036	39.89	0.22	-0.74	0.3	1.6	0.08	0.31	0.15
735	             	      zSNIa	21	53616.3	0.189482	0.000045	39.61	0.27	-0.66	0.2	1.59	0.1	0.2	0.45
20350	       2007ph	       SNIa	20.5	54416.1	0.12826	0.00003	38.97	0.2	-0.14	0.23	1.58	0.09	0.51	0.1
21396	             	      zSNIa	21.9	54408.4	0.374574	0.000058	40.93	0.35	0.05	0.42	1.58	0.13	0.3	0.34
20971	             	      zSNIa	21.7	54408.3	0.299252	0.000015	40.96	0.25	-0.93	0.61	1.58	0.11	-0.14	0.22
4530	             	      zSNIa	21.8	53635.4	0.295229	0.0005	40.85	0.33	0.03	0.43	1.56	0.14	0.45	0.32
15946	             	      zSNIa	22.1	54039.2	0.373461	0.000014	41.37	0.67	0.26	0.4	1.56	0.12	0.27	0.31
15354	       2006lp	       SNIa	21.2	54025.3	0.220681	0.0005	39.93	0.22	0.05	0.26	1.55	0.1	0.55	0.15
18761	             	      zSNIa	21.9	54373.4	0.280839	0.000031	41.05	0.36	-0.36	0.44	1.55	0.15	-0.04	0.34
18298	       2007li	       SNIa	20.3	54381.4	0.118589	0.000022	38.41	0.21	0.63	0.19	1.54	0.1	1.27	0.15
16889	             	      zSNIa	21.7	54052.1	0.254535	0.000073	       	      	0.49	0.6	1.54	0.16	0.6	0.33
7600	             	      zSNIa	20.8	53679.2	0.186623	0.000033	39.65	0.2	-0.43	0.29	1.54	0.08	0.33	0.11
15897	       2006pb	       SNIa	20.7	54041.2	0.173568	0.000089	39.54	0.37	-0.47	0.2	1.54	0.06	0.26	0.11
20723	             	      zSNIa	22.2	54406.3	0.376293	0.000081	41.44	0.31	0.11	0.46	1.54	0.14	0.01	0.34
17886	       2007jh	       SNIa	18.2	54365.5	0.040221	0.000011	36.67	0.2	-0.2	0.09	1.53	0.04	0.98	0.07
20926	             	      zSNIa	22.3	54413.4	0.229314	0.000027	40.97	0.44	-1.44	0.28	1.53	0.18	0.44	0.31
18604	       2007lp	       SNIa	20.8	54394.3	0.174828	0.000023	39.78	0.19	-0.6	0.2	1.53	0.09	0.07	0.11
16975	             	      zSNIa	21.9	54053.3	0.359748	0.000055	41.74	0.3	-0.57	0.46	1.53	0.15	-0.36	0.3
20704	             	      zSNIa	22.3	54406.2	0.313136	0.000148	40.86	0.5	0.5	0.46	1.52	0.19	0.63	0.4
12781	       2006er	       SNIa	19.5	53989.3	0.082817	0.000177	38.09	0.19	-0.13	0.11	1.52	0.08	0.42	0.1
16849	             	      zSNIa	21.5	54059.3	0.159415	0.000058	41.9	0.29	0.4	0.16	1.52	0.17	-0.13	0.19
3195	             	      zSNIa	21.5	53639.3	0.298507	0.01	40.95	0.26	-0.52	0.3	1.52	0.12	-0.16	0.21
7460	       2005jx	      zSNIa	22.1	53674.1	0.248054	0.000017	41.96	0.31	-0.35	0.38	1.52	0.18	-0.5	0.25
16626	             	      zSNIa	21.8	54062.3	0.280102	0.000022	40.69	0.36	0.16	0.33	1.51	0.18	0.22	0.26
16644	       2006pt	       SNIa	21.4	54010.4	0.297759	0.000015	41.01	0.37	0.4	0.43	1.51	0.16	0.14	0.38
12907	       2006fv	       SNIa	19.8	53996.4	0.130868	0.000031	38.86	0.18	-0.08	0.08	1.5	0.05	0.13	0.09
16831	             	      zSNIa	21.7	54056.2	0.44442	0.000026	41.58	0.73	0.04	0.48	1.5	0.2	-0.38	0.38
18952	             	      zSNIa	21.9	54396.2	0.294428	0.000056	40.47	0.29	0.38	0.7	1.49	0.17	0.73	0.24
14593	             	      zSNIa	21.3	54008.4	0.30658	0.000122	40.48	0.24	0.1	0.26	1.49	0.12	0.69	0.18
14589	             	      zSNIa	21.8	54009.5	0.269223	0.01	40.91	0.26	-0.28	0.44	1.49	0.13	0.21	0.19
20750	             	      zSNIa	21.7	54416.3	0.304349	0.000049	40.85	0.28	0.16	0.31	1.49	0.16	-0.12	0.22
12110	             	      zSNIa	21.8	53700.2	0.279839	0.000015	40.96	1.55	0.32	0.9	1.49	0.18	-0.3	0.38
19484	             	      zSNIa	22.5	54386.4	0.266106	0.000078	42.04	0.42	-0.1	0.38	1.49	0.2	-0.35	0.35
6300	             	      zSNIa	21.7	53687.4	0.357037	0.000265	41.13	0.31	-0.17	0.38	1.48	0.19	0.02	0.32
6431	             	      zSNIa	21.3	53664.3	0.253904	0.000042	40.63	0.27	-0.19	0.34	1.48	0.15	-0.09	0.25
13511	       2006hh	       SNIa	21.3	54005.4	0.23652	0.000029	40.59	0.21	-0.13	0.18	1.48	0.12	-0.12	0.13
11206	       2005mm	       SNIa	21.7	53699.3	0.381739	0.000129	41.61	0.31	-0.34	0.47	1.48	0.19	-0.45	0.35
17473	             	      zSNIa	21.5	54357.3	0.169106	0.000009	40.27	0.28	0.27	0.23	1.47	0.17	0.31	0.26
14445	             	      zSNIa	21.6	54012.2	0.235476	0.000032	40.39	0.24	-0.43	0.33	1.47	0.1	0.25	0.18
16551	             	      zSNIa	21.6	54047.3	0.298551	0.000061	40.64	0.27	0.31	0.46	1.47	0.16	0.24	0.27
6743	             	      zSNIa	22	53666.2	0.360485	0.000139	41.43	0.32	0.05	0.4	1.47	0.2	0.1	0.38
21172	             	      zSNIa	21.7	54379.3	0.169941	0.000027	40.96	0.55	0.46	0.63	1.46	0.27	1.17	1.35
19794	       2007oz	       SNIa	21.9	54393.3	0.295674	0.000045	40.79	0.29	0	0.52	1.46	0.15	0.62	0.27
6709	             	      zSNIa	22	53664.3	0.27893	0.000042	40.96	0.33	0.14	0.41	1.46	0.19	0.5	0.33
7147	       2005jh	       SNIa	19.5	53680.2	0.108856	0.00002	38.52	0.18	-0.09	0.09	1.46	0.04	-0.15	0.06
16711	             	      zSNIa	22.1	54057.1	0.337425	0.000026	       	      	-0.04	0.48	1.46	0.23	-0.24	0.37
15033	             	      zSNIa	21.3	54029.3	0.215653	0.000032	40.12	0.25	0.26	0.29	1.45	0.12	0.53	0.22
1158	             	      zSNIa	21.8	53622.4	0.410115	0.000103	40.58	0.39	0.24	0.37	1.45	0.22	0.42	0.4
3887	             	      zSNIa	21.6	53622.4	0.297161	0.000042	40.57	0.37	-0.04	0.48	1.45	0.21	0.33	0.34
2181	             	      zSNIa	21.6	53635.3	0.377208	0.000048	41.16	0.27	-0.35	0.28	1.45	0.17	-0.06	0.36
1650	             	      zSNIa	21.9	53628.3	0.302746	0.000028	40.46	0.34	0.58	0.33	1.44	0.21	0.87	0.38
21557	             	      zSNIa	22.1	54405.3	0.419429	0.000118	41.25	0.66	0.53	0.46	1.44	0.23	0.79	0.48
16879	             	      zSNIa	21.8	54052.2	0.212987	0.000025	41.54	0.39	0.25	0.48	1.44	0.21	0.36	0.29
19052	             	      zSNIa	21.7	54379.3	0.293031	0.000062	40.99	0.31	0.02	0.31	1.44	0.17	0.05	0.31
17528	       2007iy	       SNIa	22	54346.2	0.358682	0.005	40.95	0.35	-0.57	0.63	1.44	0.24	0.04	0.4
7051	             	      zSNIa	21.6	53666.2	0.331441	0.000052	41.06	0.27	-0.45	0.3	1.44	0.17	-0.16	0.22
9334	             	      zSNIa	21.5	53697.2	0.380876	0.000111	41.72	0.23	-0.38	0.29	1.44	0.17	-0.49	0.28
21046	             	      zSNIa	22.1	54415.2	0.426142	0.000089	41.46	0.32	0.59	0.31	1.43	0.24	0.55	0.34
14024	       2006ht	       SNIa	20.5	54010.1	0.144777	0.005	39.12	0.21	-0.08	0.16	1.43	0.05	0.4	0.1
18767	             	      zSNIa	21.7	54381.3	0.328594	0.000063	40.89	0.29	0.1	0.31	1.43	0.17	0.13	0.3
16442	       2006oo	       SNIa	21.4	54061.2	0.279337	0.00008	40.53	0.3	0.51	0.17	1.43	0.2	0.12	0.17
6780	       2005iz	       SNIa	21.1	53668.2	0.202674	0.000029	39.81	0.21	-0.14	0.16	1.43	0.1	0.11	0.14
16160	             	      zSNIa	21.9	54041.3	0.319072	0.000061	40.99	0.35	0.57	0.39	1.42	0.23	0.92	0.37
16185	       2006ok	       SNIa	19.7	54059.3	0.100183	0.00006	38.33	0.19	0.03	0.15	1.42	0.06	0.52	0.07
18971	             	      zSNIa	21.6	54386.4	0.270217	0.000038	40.6	0.25	0.19	0.24	1.42	0.15	0.46	0.19
12883	       2006fr	       SNIa	21.9	53974.2	0.305691	0.005	40.57	0.29	0.13	0.27	1.42	0.21	0.04	0.27
16393	             	      zSNIa	21.4	54052.1	0.314928	0.000087	40.42	0.24	0.22	0.29	1.42	0.18	0.02	0.18
16280	       2006nz	       SNIa	17.9	54059.3	0.03702	0.000011	36.14	0.2	0.07	0.1	1.41	0.05	1.22	0.06
18253	             	      zSNIa	21.7	54373.3	0.279003	0.000034	40.67	0.28	0.46	0.28	1.41	0.15	0.43	0.28
2330	       2005fp	       SNIa	21.6	53639.3	0.211788	0.0005	40.49	0.24	0.07	0.24	1.41	0.12	0.31	0.18
19619	             	      zSNIa	21.4	54391.4	0.258812	0.000039	40.9	0.29	0.18	0.3	1.41	0.15	0.21	0.24
20267	             	      zSNIa	21.7	54405.3	0.399595	0.000017	41.3	0.27	0.09	0.33	1.41	0.18	0.13	0.26
18473	             	      zSNIa	21.9	54362.3	0.360537	0.000029	41.15	0.31	-0.15	0.41	1.41	0.2	0.1	0.34
18415	       2007la	       SNIa	20	54382.3	0.1294	0.000022	38.92	0.19	-0.14	0.11	1.41	0.06	-0.06	0.1
14644	             	      zSNIa	22.2	54011.4	0.447862	0.000066	41.75	0.35	0.03	0.37	1.41	0.17	-0.13	0.39
20764	       2007ro	       SNIa	20.2	54421.3	0.164775	0.000021	39.41	0.2	-0.03	0.19	1.41	0.09	-0.17	0.11
9467	       2005lh	       SNIa	21.2	53686.2	0.218853	0.000027	40.36	0.22	-0.1	0.27	1.41	0.09	-0.26	0.18
7656	             	      zSNIa	21.9	53664.3	0.385547	0.000158	41.73	0.32	-0.46	0.39	1.41	0.21	-0.32	0.34
14397	       2006kk	       SNIa	21.6	54011.3	0.384917	0.000029	41.77	0.26	-0.73	0.41	1.41	0.16	-0.63	0.22
6614	             	      zSNIa	21.1	53669.3	0.168062	0.000013	39.6	0.22	0.92	0.43	1.4	0.13	1.28	0.18
15101	             	      zSNIa	22	54009.2	0.18064	0.000012	40.55	0.27	0.8	0.29	1.4	0.18	0.89	0.27
18283	             	      zSNIa	21.8	54365.4	0.298263	0.00004	40.55	0.27	0.52	0.25	1.4	0.14	0.81	0.26
19425	       2007ow	      SNIa?	21.4	54394.2	0.210052	0.000064	40.11	0.22	0.29	0.34	1.4	0.11	0.73	0.19
7335	       2005kn	      SNIa?	21.1	53676.2	0.19561	0.000059	39.83	0.21	-0.23	0.36	1.4	0.11	0.45	0.12
16211	       2006nm	       SNIa	21.9	54039.2	0.309382	0.000046	40.84	0.29	0.04	0.4	1.4	0.15	0.42	0.27
16467	             	      zSNIa	21.2	54053.1	0.219738	0.000025	39.95	0.23	0.27	0.28	1.4	0.11	0.34	0.16
14330	             	      zSNIa	21.5	54011.3	0.251339	0.000104	40.12	0.23	0.37	0.37	1.39	0.12	1.06	0.18
8160	             	      zSNIa	21.7	53668.4	0.40695	0.000098	41.25	0.32	0.35	0.36	1.39	0.21	0.43	0.37
15535	             	      zSNIa	21.2	54040.3	0.199362	0.000063	40.07	0.21	-0.08	0.32	1.39	0.12	0.41	0.14
15806	             	      zSNIa	21.4	54035.4	0.250513	0.000039	40.36	0.23	0.16	0.23	1.39	0.12	0.35	0.16
16586	             	      zSNIa	21.4	54055.2	0.318004	0.000062	40.71	0.27	0.08	0.4	1.39	0.21	0.21	0.21
20106	       2007pr	       SNIa	21.7	54406.2	0.331364	0.005	41.24	0.29	-0.16	0.37	1.39	0.16	-0.03	0.27
8705	             	      zSNIa	22	53677.4	0.393173	0.000037	41.65	0.28	-0.01	0.31	1.39	0.2	-0.04	0.28
20227	       2007qi	       SNIa	21.4	54412.2	0.275735	0.000063	40.81	0.23	-0.3	0.28	1.39	0.12	-0.3	0.15
20560	             	      zSNIa	21.7	54422.3	0.372367	0.000013	41.16	0.24	0.03	0.28	1.38	0.18	0.19	0.18
8651	             	      zSNIa	21.9	53686.3	0.411273	0.000034	41.93	0.34	-0.15	0.49	1.38	0.23	0.05	0.41
6530	             	      zSNIa	20.7	53655.3	0.193511	0.000065	39.86	0.2	-0.26	0.2	1.38	0.07	-0.02	0.14
10843	             	      zSNIa	21.9	53684.4	0.35031	0.01	41.29	0.3	0.17	0.34	1.38	0.22	-0.05	0.34
15776	       2006na	       SNIa	21.7	54041.3	0.315818	0.000063	40.97	0.24	-0.33	0.27	1.38	0.13	-0.07	0.17
20866	             	      zSNIa	22.3	54411.2	0.366866	0.000082	41.01	0.41	1.13	0.39	1.37	0.26	0.96	0.47
13940	             	      zSNIa	21.5	53995.4	0.233716	0.00003	40.06	0.3	0.39	0.28	1.37	0.19	0.9	0.24
15201	       2006ks	       SNIa	21.6	54030.2	0.207354	0.000037	40.37	0.21	0.36	0.17	1.37	0.15	0.75	0.18
9704	             	      zSNIa	22.3	53668.2	0.292786	0.000053	41.13	0.43	0.67	0.33	1.37	0.25	0.54	0.34
12855	       2006fk	       SNIa	20.7	54000.2	0.170628	0.005	39.42	0.21	0.13	0.13	1.37	0.08	0.39	0.11
19341	       2007nf	       SNIa	21.2	54393.4	0.23542	0.000048	40.26	0.21	-0.05	0.22	1.37	0.09	0.3	0.13
19545	             	      zSNIa	21.5	54393.2	0.307598	0.000059	40.72	0.24	0.03	0.33	1.37	0.14	0.12	0.23
16640	             	      zSNIa	21.9	54049.3	0.338911	0.000089	41.38	0.34	0.07	0.45	1.37	0.21	0.11	0.31
16103	             	      zSNIa	20.9	54048.1	0.201195	0.0005	39.94	0.19	-0.16	0.17	1.37	0.06	0.06	0.1
19165	             	      zSNIa	21.7	54376.4	0.415371	0.00008	41.67	0.29	0.11	0.26	1.37	0.19	-0.49	0.33
13425	       2006gp	       SNIa	21.5	53996.2	0.211144	0.000119	40.07	0.24	0.76	0.21	1.36	0.16	1.09	0.18
15892	             	      zSNIa	21.1	54039.1	0.182759	0.000012	39.61	0.21	0.73	0.29	1.36	0.1	0.93	0.17
20545	             	      zSNIa	21.1	54416.1	0.188069	0.000029	39.68	0.2	0.6	0.24	1.36	0.13	0.65	0.17
16396	             	      zSNIa	21.5	54054.2	0.299244	0.000032	40.73	0.3	0.51	0.31	1.36	0.19	0.58	0.26
19230	       2007mo	       SNIa	21.2	54393.2	0.219552	0.005	39.92	0.22	0.33	0.19	1.36	0.1	0.47	0.14
18749	       2007mb	       SNIa	20.8	54386.4	0.189307	0.000033	39.76	0.2	0.25	0.14	1.36	0.1	0.44	0.1
6903	             	      zSNIa	21.3	53679.2	0.251778	0.000029	40.28	0.22	-0.03	0.23	1.36	0.13	0.3	0.15
15950	             	      zSNIa	21.1	54040.3	0.219002	0.000013	39.97	0.23	0.49	0.21	1.35	0.09	0.47	0.16
15324	             	      zSNIa	21.8	54021.4	0.391568	0.000019	41.42	0.25	0.33	0.2	1.35	0.15	0.41	0.3
4000	       2005gt	       SNIa	21.5	53640.4	0.276556	0.000122	40.84	0.27	0.15	0.25	1.35	0.16	0.24	0.23
21890	             	      zSNIa	21.9	54416.3	0.363551	0.000038	41.2	0.28	0.44	0.22	1.35	0.26	0.17	0.3
11540	             	      zSNIa	21	53697.3	0.215618	0.000067	40.09	0.23	0	0.41	1.35	0.14	0.15	0.19
9326	             	      zSNIa	21.8	53702.2	0.348345	0.01	41.51	0.29	0.07	0.33	1.35	0.14	-0.12	0.27
12199	             	      zSNIa	21.4	53700.2	0.308801	0.000017	40.9	0.28	0.09	0.35	1.35	0.23	-0.15	0.35
17423	             	      zSNIa	21.2	54359.2	0.26361	0.000022	40.85	0.22	-0.21	0.15	1.35	0.2	-0.49	0.21
4206	             	      zSNIa	21.7	53635.3	0.289104	0.000048	40.78	0.27	0.38	0.25	1.34	0.14	0.61	0.27
19557	             	      zSNIa	22.4	54384.4	0.443275	0.000079	41.75	1.33	0.34	0.44	1.34	0.26	0.49	0.58
16462	             	      zSNIa	21.1	54056.3	0.243282	0.000031	40.18	0.22	0.35	0.25	1.34	0.11	0.32	0.16
16287	       2006np	       SNIa	19.5	54061.4	0.106648	0.000013	38.39	0.18	0.16	0.12	1.34	0.05	0.21	0.07
2162	             	      zSNIa	20.4	53635.3	0.171423	0.0005	39.52	0.19	-0.29	0.12	1.34	0.05	-0.06	0.09
7092	             	      zSNIa	21.2	53677.1	0.224117	0.0005	40.2	0.23	-0.15	0.23	1.34	0.14	-0.14	0.13
14481	       2006lj	       SNIa	21.3	54020.3	0.242061	0.000023	40.66	0.22	-0.19	0.19	1.34	0.1	-0.22	0.16
16350	       2006ph	       SNIa	21	54054.2	0.236836	0.000033	40.51	0.21	0.05	0.24	1.34	0.12	-0.27	0.14
16402	       2006sv	       SNIa	20.7	54060.2	0.288449	0.005	40.34	0.24	-0.03	0.16	1.34	0.15	-0.56	0.14
19793	             	      zSNIa	22.2	54388.3	0.385253	0.000101	40.89	0.4	0.88	0.33	1.33	0.24	0.96	0.4
13677	             	      zSNIa	21.8	53997.2	0.303201	0.000036	41	0.28	-0.02	0.32	1.33	0.17	0.33	0.21
6196	       2005ig	       SNIa	21.3	53668.2	0.2798	0.000055	40.43	0.23	0.18	0.23	1.33	0.13	0.24	0.15
16219	             	      zSNIa	21.2	54048.3	0.257392	0.000043	40.61	0.26	0.06	0.32	1.33	0.14	0.24	0.22
19968	       2007ol	       SNIa	18	54415.3	0.054896	0.000016	36.9	0.19	-0.06	0.09	1.33	0.04	0.1	0.05
16482	       2006pm	       SNIa	21	54061.2	0.209367	0.000039	40.13	0.23	0.14	0.29	1.33	0.19	0.09	0.14
18851	             	      zSNIa	21.4	54376.5	0.292033	0.000019	40.8	0.23	-0.27	0.25	1.33	0.13	0.08	0.24
19990	       2007ps	       SNIa	21.3	54402.4	0.248828	0.000062	40.5	0.21	0.02	0.23	1.33	0.09	-0.01	0.15
6962	       2005je	      SNIa?	19.1	53680.3	0.093369	0.000015	38.22	0.18	0.04	0.07	1.33	0.03	-0.03	0.05
18809	       2007mi	       SNIa	19.9	54386.5	0.128366	0.005	38.85	0.2	-0.12	0.09	1.33	0.05	-0.07	0.08
15456	       2006ll	       SNIa	21.8	54029.2	0.380475	0.0005	41.15	0.27	0.01	0.25	1.33	0.14	-0.19	0.24
20830	             	      zSNIa	22.2	54411.1	0.160635	0.000014	41.6	0.43	0.15	0.29	1.33	0.31	-0.21	0.34
14444	             	      zSNIa	21	54012.2	0.24442	0.00004	40.72	0.21	-0.31	0.22	1.33	0.08	-0.24	0.14
15756	       2006nf	       SNIa	21.9	54036.2	0.385038	0.000065	42.1	0.29	-0.65	0.35	1.33	0.16	-0.71	0.23
17800	       2007kn	      zSNIa	21.6	54356.2	0.215795	0.005	40.12	0.28	0.68	0.24	1.32	0.15	1.04	0.23
1958	             	      zSNIa	21.9	53627.2	0.368223	0.000066	40.44	0.41	0.76	0.35	1.32	0.3	0.91	0.46
9962	             	      zSNIa	22.1	53685.2	0.323499	0.000018	41.22	0.33	0.35	0.39	1.32	0.21	0.81	0.34
17068	             	      zSNIa	22.8	54011.4	0.386305	0.000064	39.6	0.63	1.36	0.83	1.32	0.36	0.74	1.07
1403	             	      zSNIa	21.5	53627.3	0.359741	0.000024	40.54	0.33	0.73	0.26	1.32	0.24	0.72	0.32
16259	       2006ol	       SNIa	19.9	54056.2	0.117706	0.000024	38.65	0.19	0.34	0.3	1.32	0.06	0.52	0.09
11172	             	      zSNIa	20.5	53693.1	0.135072	0.000009	39.4	0.21	0.4	0.2	1.32	0.07	0.47	0.16
16206	       2006pe	       SNIa	20.3	54060.3	0.158374	0.000028	39.13	0.2	-0.03	0.29	1.32	0.14	0.27	0.1
13487	             	      zSNIa	21.6	53995.4	0.287975	0.000117	40.79	0.24	0.18	0.3	1.32	0.12	0.24	0.21
14961	             	      zSNIa	21.7	54010.3	0.369012	0.000063	41.11	0.29	-0.07	0.3	1.32	0.15	0.22	0.26
10324	             	      zSNIa	21.3	53700.2	0.250218	0.000031	40.25	0.24	0.22	0.34	1.32	0.16	0.15	0.22
20345	       2007qp	       SNIa	21	54421.3	0.263567	0.005	40.52	0.22	0.12	0.23	1.32	0.12	-0.18	0.14
18797	             	      zSNIa	21.4	54382.4	0.364202	0.000041	41.39	0.23	-0.2	0.17	1.32	0.13	-0.41	0.16
21487	             	      zSNIa	20.5	54424.2	0.187671	0.000017	39.66	0.2	0.77	0.14	1.31	0.07	0.66	0.1
11300	       2005ln	       SNIa	20.1	53704.2	0.135523	0.000038	38.98	0.2	0.24	0.22	1.31	0.13	0.54	0.11
20578	             	      zSNIa	21.8	54408.1	0.288868	0.000055	41.12	0.32	0.1	0.35	1.31	0.2	0.29	0.23
15272	             	      zSNIa	21.4	54028.2	0.27889	0.000026	40.48	0.23	0.29	0.18	1.31	0.1	0.28	0.16
17421	             	      zSNIa	21.5	54359.2	0.276537	0.000042	40.49	0.39	0.21	0.3	1.31	0.24	0.14	0.48
19335	             	      zSNIa	21.8	54373.4	0.349035	0.000088	41.26	0.3	-0.02	0.3	1.31	0.18	0.07	0.3
11181	             	      zSNIa	21.4	53699.2	0.342312	0.000016	41.15	0.34	-0.05	0.39	1.31	0.2	-0.04	0.33
19003	       2007mp	       SNIa	19.7	54394.2	0.058773	0.000035	37.32	0.21	2.13	0.1	1.3	0.05	2.73	0.1
13465	             	      zSNIa	21.9	53993.3	0.284794	0.000016	40.94	0.32	0.46	0.29	1.3	0.2	0.54	0.35
4572	             	      zSNIa	21.9	53644.4	0.382993	0.000093	41.17	0.3	0.28	0.25	1.3	0.19	0.52	0.28
12875	             	      zSNIa	21.7	53989.3	0.263163	0.000042	40.75	0.28	0.07	0.36	1.3	0.16	0.27	0.33
16298	             	      zSNIa	21.7	54037.2	0.281285	0.00006	40.93	0.28	0.18	0.35	1.3	0.14	0.19	0.29
15802	             	      zSNIa	21.8	54028.4	0.341264	0.000088	41.3	0.27	-0.11	0.26	1.3	0.13	0.11	0.23
13135	       2006fz	       SNIa	19.3	54005.3	0.10337	0.00003	38.39	0.18	-0.01	0.05	1.3	0.04	0.04	0.06
21060	             	      zSNIa	22	54416.1	0.407685	0.000045	41.76	0.31	-0.08	0.36	1.3	0.24	-0.11	0.34
17049	             	      zSNIa	21.6	54062.4	0.308523	0.00005	41.22	0.29	-0.26	0.35	1.3	0.17	-0.19	0.27
14708	             	      zSNIa	21.8	54006.3	0.417836	0.000132	41.73	0.26	0.01	0.23	1.3	0.14	-0.38	0.24
18221	             	      zSNIa	21.6	54362.3	0.292337	0.000038	40.29	0.28	0.95	0.21	1.29	0.15	0.86	0.24
8598	       2005jt	       SNIa	21.9	53686.3	0.36023	0.000021	41.19	0.29	0.11	0.42	1.29	0.2	0.77	0.27
15648	       2006ni	       SNIa	21	54048.1	0.173827	0.000041	39.55	0.2	0.49	0.22	1.29	0.08	0.73	0.15
15217	       2006jv	       SNIa	22.1	54025.4	0.380037	0.000128	41.26	0.34	0.58	0.3	1.29	0.22	0.52	0.33
20245	       2007pi	       SNIa	21.6	54412.2	0.30041	0.005	40.6	0.26	0.38	0.23	1.29	0.15	0.41	0.18
7954	             	      zSNIa	21.5	53680.2	0.253814	0.0005	40.29	0.22	0.33	0.2	1.29	0.1	0.41	0.14
22006	             	      zSNIa	22.3	54421.4	0.394621	0.000068	41.78	0.39	0.36	0.35	1.29	0.31	0.27	0.55
18146	             	      zSNIa	21.5	54355.4	0.42831	0.000137	41.77	0.3	0.3	0.24	1.29	0.23	0.25	0.37
6192	       2005jy	       SNIa	21.5	53670.2	0.270906	0.000031	40.66	0.24	-0.12	0.27	1.29	0.14	0.11	0.15
15748	             	      zSNIa	20.3	54041.3	0.155393	0.0005	39.37	0.19	-0.05	0.14	1.29	0.06	0.03	0.09
5473	             	      zSNIa	21.4	53663.2	0.275583	0.00004	40.8	0.23	-0.2	0.29	1.29	0.09	0.02	0.2
20580	             	      zSNIa	21.9	54394.2	0.374055	0.000123	41.75	0.33	-0.19	0.42	1.29	0.2	-0.15	0.36
16038	             	      zSNIa	22.1	54035.5	0.419118	0.000072	42.08	0.34	-0.18	0.39	1.29	0.22	-0.4	0.36
19772	             	      zSNIa	20.6	54404.3	0.173842	0.000022	39.25	0.2	0.97	0.15	1.28	0.08	1.09	0.12
20430	       2007qj	       SNIa	20.7	54418.1	0.162837	0.005	39.55	0.22	0.27	0.17	1.28	0.1	0.31	0.11
15222	       2006jz	       SNIa	20.8	54031.2	0.198005	0.000052	39.79	0.19	0.2	0.13	1.28	0.06	0.31	0.1
14823	             	      zSNIa	21.5	54012.3	0.348181	0.000069	40.96	0.25	0.08	0.21	1.28	0.12	0.13	0.19
18047	             	      zSNIa	22.1	54376.4	0.357476	0.000054	41.32	0.29	-0.16	0.31	1.28	0.17	0.07	0.29
15850	             	      zSNIa	21.3	54040.3	0.249428	0.00004	40.48	0.21	0	0.28	1.28	0.08	0.03	0.15
16237	             	      zSNIa	21.5	54056.3	0.311835	0.000043	41.07	0.22	-0.24	0.23	1.28	0.1	-0.12	0.17
1253	       2005fd	       SNIa	21.1	53636.2	0.261657	0.000039	40.48	0.22	-0.09	0.16	1.28	0.11	-0.17	0.16
17773	             	      zSNIa	21.3	54357.4	0.286916	0.000037	40.84	0.24	-0.1	0.2	1.28	0.16	-0.2	0.19
20965	             	      zSNIa	21.9	54411.2	0.389281	0.000036	41.87	0.31	-0.04	0.22	1.28	0.22	-0.62	0.22
14389	             	      zSNIa	21.6	54007.4	0.23163	0.000033	40.35	0.26	0.79	0.23	1.27	0.15	1.21	0.21
15503	             	      zSNIa	22	54025.4	0.408585	0.000026	41.05	0.32	0.96	0.28	1.27	0.19	0.9	0.34
9133	             	      zSNIa	21.8	53681.3	0.266008	0.00002	40.65	0.3	0.57	0.31	1.27	0.16	0.76	0.27
21858	             	      zSNIa	22	54421.2	0.264158	0.000042	40.78	0.4	0.83	0.25	1.27	0.25	0.72	0.3
13101	             	      zSNIa	22	53996.3	0.366749	0.000066	41.21	0.35	0.55	0.28	1.27	0.22	0.67	0.35
